2013/02/20 09:46:46 info: >>>>>>>>> system startup started.
2013/02/20 09:46:46 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 09:46:49 info: WebServer started: port = 8080, SSL = false
2013/02/20 09:46:49 info: <<<<<<<<< system startup completed.
2013/02/20 09:47:08 info: user 'alsoftpro:user' login.
2013/02/20 09:58:13 info: user 'alsoftpro:user' logout.
2013/02/20 10:07:25 info: user 'system:admin' login.
2013/02/20 10:07:31 info: >>>>>>>>> shutdown system immediately.
2013/02/20 11:51:15 info: >>>>>>>>> system startup started.
2013/02/20 11:51:15 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 11:51:15 info: WebServer started: port = 8080, SSL = false
2013/02/20 11:51:15 info: <<<<<<<<< system startup completed.
2013/02/20 11:51:33 info: user 'alsoftpro:user' login.
2013/02/20 12:06:42 info: user 'alsoftpro:user' logout.
2013/02/20 12:06:49 info: user 'system:admin' login.
2013/02/20 12:06:56 info: >>>>>>>>> shutdown system immediately.
2013/02/20 12:07:53 info: >>>>>>>>> system startup started.
2013/02/20 12:07:53 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 12:07:53 info: WebServer started: port = 8080, SSL = false
2013/02/20 12:07:53 info: <<<<<<<<< system startup completed.
2013/02/20 12:08:12 info: user 'alsoftpro:user' login.
2013/02/20 12:23:11 info: user 'alsoftpro:user' logout.
2013/02/20 12:23:20 info: user 'system:admin' login.
2013/02/20 12:23:29 info: >>>>>>>>> shutdown system immediately.
2013/02/20 12:27:16 info: >>>>>>>>> system startup started.
2013/02/20 12:27:16 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 12:27:16 info: WebServer started: port = 8080, SSL = false
2013/02/20 12:27:16 info: <<<<<<<<< system startup completed.
2013/02/20 12:27:46 info: user 'alsoftpro:user' login.
2013/02/20 12:37:40 info: user 'alsoftpro:user' logout.
2013/02/20 12:37:48 info: user 'system:admin' login.
2013/02/20 12:37:53 info: >>>>>>>>> shutdown system immediately.
2013/02/20 15:39:53 info: >>>>>>>>> system startup started.
2013/02/20 15:39:53 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 15:39:53 info: WebServer started: port = 8080, SSL = false
2013/02/20 15:39:53 info: <<<<<<<<< system startup completed.
2013/02/20 15:40:28 info: user 'alsoftpro:user' login.
2013/02/20 16:16:20 info: user 'alsoftpro:user' logout.
2013/02/20 16:16:30 info: user 'system:admin' login.
2013/02/20 16:16:36 info: >>>>>>>>> shutdown system immediately.
2013/02/20 16:34:13 info: >>>>>>>>> system startup started.
2013/02/20 16:34:13 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 16:34:13 info: WebServer started: port = 8080, SSL = false
2013/02/20 16:34:13 info: <<<<<<<<< system startup completed.
2013/02/20 16:34:39 info: user 'alsoftpro:user' login.
2013/02/20 21:27:30 info: >>>>>>>>> system startup started.
2013/02/20 21:27:30 info: DB Connection pool created: pool_name = ebizPool
2013/02/20 21:27:30 info: WebServer started: port = 8080, SSL = false
2013/02/20 21:27:30 info: <<<<<<<<< system startup completed.
2013/02/20 21:28:16 info: user 'alsoftpro:user' login.
2013/02/20 22:28:29 info: garbage collection: recycled = 674605, used = 6343337, total = 8687436
2013/02/20 22:28:32 info: garbage collection: recycled = 0, used = 6343473, total = 8687436
2013/02/20 22:28:36 info: garbage collection: recycled = 0, used = 6343609, total = 8687436
2013/02/20 22:28:39 info: garbage collection: recycled = 0, used = 6343816, total = 8687436
2013/02/20 22:28:43 info: garbage collection: recycled = 0, used = 6344023, total = 8687436
2013/02/20 22:28:46 info: garbage collection: recycled = 0, used = 6344230, total = 8687436
2013/02/20 22:28:50 info: garbage collection: recycled = 0, used = 6344437, total = 8687436
2013/02/20 22:28:53 info: garbage collection: recycled = 0, used = 6344644, total = 8687436
2013/02/20 22:28:57 info: garbage collection: recycled = 0, used = 6344851, total = 8687436
2013/02/20 22:29:00 info: garbage collection: recycled = 0, used = 6345058, total = 8687436
2013/02/20 22:29:04 info: garbage collection: recycled = 0, used = 6345265, total = 8687436
2013/02/20 22:29:08 info: garbage collection: recycled = 0, used = 6345472, total = 8687436
2013/02/20 22:29:11 info: garbage collection: recycled = 0, used = 6345679, total = 8687436
2013/02/20 22:29:15 info: garbage collection: recycled = 0, used = 6345886, total = 8687436
2013/02/20 22:29:18 info: garbage collection: recycled = 0, used = 6346093, total = 8687436
2013/02/20 22:29:22 info: garbage collection: recycled = 0, used = 6346300, total = 8687436
2013/02/20 22:29:25 info: garbage collection: recycled = 0, used = 6346507, total = 8687436
2013/02/20 22:29:29 info: garbage collection: recycled = 0, used = 6346714, total = 8687436
2013/02/20 22:29:32 info: garbage collection: recycled = 0, used = 6346921, total = 8687436
2013/02/20 22:29:36 info: garbage collection: recycled = 0, used = 6347128, total = 8687436
2013/02/20 22:29:39 info: garbage collection: recycled = 0, used = 6347335, total = 8687436
2013/02/20 22:29:43 info: garbage collection: recycled = 0, used = 6347542, total = 8687436
2013/02/20 22:29:46 info: garbage collection: recycled = 0, used = 6347749, total = 8687436
2013/02/20 22:29:50 info: garbage collection: recycled = 0, used = 6347956, total = 8687436
2013/02/20 22:29:54 info: garbage collection: recycled = 0, used = 6348163, total = 8687436
2013/02/20 22:29:57 info: garbage collection: recycled = 0, used = 6348370, total = 8687436
2013/02/20 22:30:01 info: garbage collection: recycled = 0, used = 6348577, total = 8687436
2013/02/20 22:30:04 info: garbage collection: recycled = 0, used = 6348784, total = 8687436
2013/02/20 22:30:08 info: garbage collection: recycled = 0, used = 6348991, total = 8687436
2013/02/20 22:30:11 info: garbage collection: recycled = 0, used = 6349198, total = 8687436
2013/02/20 22:30:15 info: garbage collection: recycled = 0, used = 6349405, total = 8687436
2013/02/20 22:30:18 info: garbage collection: recycled = 0, used = 6349612, total = 8687436
2013/02/20 22:30:22 info: garbage collection: recycled = 0, used = 6349819, total = 8687436
2013/02/20 22:30:25 info: garbage collection: recycled = 0, used = 6350026, total = 8687436
2013/02/20 22:30:29 info: garbage collection: recycled = 0, used = 6350233, total = 8687436
2013/02/20 22:30:33 info: garbage collection: recycled = 0, used = 6350440, total = 8687436
2013/02/20 22:30:36 info: garbage collection: recycled = 0, used = 6350647, total = 8687436
2013/02/20 22:30:40 info: garbage collection: recycled = 0, used = 6350854, total = 8687436
2013/02/20 22:30:43 info: garbage collection: recycled = 0, used = 6351061, total = 8687436
2013/02/20 22:30:47 info: garbage collection: recycled = 0, used = 6351268, total = 8687436
2013/02/20 22:30:50 info: garbage collection: recycled = 0, used = 6351475, total = 8687436
2013/02/20 22:30:54 info: garbage collection: recycled = 0, used = 6351682, total = 8687436
2013/02/20 22:30:57 info: garbage collection: recycled = 0, used = 6351889, total = 8687436
2013/02/20 22:31:01 info: garbage collection: recycled = 0, used = 6352096, total = 8687436
2013/02/20 22:31:04 info: garbage collection: recycled = 0, used = 6352303, total = 8687436
2013/02/20 22:31:08 info: garbage collection: recycled = 0, used = 6352510, total = 8687436
2013/02/20 22:31:11 info: garbage collection: recycled = 0, used = 6352717, total = 8687436
2013/02/20 22:31:15 info: garbage collection: recycled = 0, used = 6352924, total = 8687436
2013/02/20 22:31:19 info: garbage collection: recycled = 0, used = 6353131, total = 8687436
2013/02/20 22:31:22 info: garbage collection: recycled = 0, used = 6353338, total = 8687436
2013/02/20 22:31:26 info: garbage collection: recycled = 0, used = 6353545, total = 8687436
2013/02/20 22:31:29 info: garbage collection: recycled = 0, used = 6353752, total = 8687436
2013/02/20 22:31:33 info: garbage collection: recycled = 0, used = 6353959, total = 8687436
2013/02/20 22:31:36 info: garbage collection: recycled = 0, used = 6354166, total = 8687436
2013/02/20 22:31:40 info: garbage collection: recycled = 0, used = 6354373, total = 8687436
2013/02/20 22:31:43 info: garbage collection: recycled = 0, used = 6354580, total = 8687436
2013/02/20 22:31:47 info: garbage collection: recycled = 0, used = 6354787, total = 8687436
2013/02/20 22:31:50 info: garbage collection: recycled = 0, used = 6354994, total = 8687436
2013/02/20 22:31:54 info: garbage collection: recycled = 0, used = 6355201, total = 8687436
2013/02/20 22:31:57 info: garbage collection: recycled = 0, used = 6355408, total = 8687436
2013/02/20 22:32:01 info: garbage collection: recycled = 0, used = 6355615, total = 8687436
2013/02/20 22:32:05 info: garbage collection: recycled = 0, used = 6355822, total = 8687436
2013/02/20 22:32:08 info: garbage collection: recycled = 0, used = 6356029, total = 8687436
2013/02/20 22:32:12 info: garbage collection: recycled = 0, used = 6356236, total = 8687436
2013/02/20 22:32:15 info: garbage collection: recycled = 0, used = 6356443, total = 8687436
2013/02/20 22:32:19 info: garbage collection: recycled = 0, used = 6356650, total = 8687436
2013/02/20 22:32:22 info: garbage collection: recycled = 0, used = 6356857, total = 8687436
2013/02/20 22:32:26 info: garbage collection: recycled = 0, used = 6357064, total = 8687436
2013/02/20 22:32:29 info: garbage collection: recycled = 0, used = 6357271, total = 8687436
2013/02/20 22:32:33 info: garbage collection: recycled = 0, used = 6357478, total = 8687436
2013/02/20 22:32:36 info: garbage collection: recycled = 0, used = 6357685, total = 8687436
2013/02/20 22:32:40 info: garbage collection: recycled = 0, used = 6357892, total = 8687436
2013/02/20 22:32:43 info: garbage collection: recycled = 0, used = 6358099, total = 8687436
2013/02/20 22:32:47 info: garbage collection: recycled = 0, used = 6358306, total = 8687436
2013/02/20 22:32:51 info: garbage collection: recycled = 0, used = 6358513, total = 8687436
2013/02/20 22:32:54 info: garbage collection: recycled = 0, used = 6358720, total = 8687436
2013/02/20 22:32:58 info: garbage collection: recycled = 0, used = 6358927, total = 8687436
